text,likes,author,date,compound_score,category
"Thank you didi , for explaining so sweetly and nicely, loved it  , mein class 11 hu :)",0,@SohamAcharyaPUBG-BGMI-120,2025-11-14T19:35:04Z,0.9482,Positive
Who ever is older than me like my age is 11,0,@soulution2662,2025-09-04T07:39:32Z,0.3612,Positive
Mam ap AK asa lacture upload karo na jis ma subject selection  of computer science ka related motivation ho,0,@SabaZahra-t8e,2025-10-29T08:27:25Z,0.34,Positive
thankyou didi,2,@RoboYK,2025-12-21T06:39:28Z,0.0,Neutral
"Any class 9th student is here 
I think this is very rare",0,@Grobertjook,2025-10-18T10:48:01Z,0.0,Neutral
For abstraction I had a thought of access specifies like private and protected.... is that possible????,0,@oneminute.funwithit6277,2025-08-25T14:42:42Z,0.5362,Positive
As an 19 years old student this lecture is really helped me to understand basic concepts of programming language Thank You Mam  (3 september 2025),0,@techiegirls_hub5,2025-09-03T12:13:31Z,0.3612,Positive
Thank you so much ma'am for covering concepts in such a nutshell video in the best way possible❤🙏,0,@prernasaini5039,2025-12-08T16:42:25Z,0.7717,Positive
"As a 12year old student, you have explained it so clearly that I can understand, thank you from the bottom of my heart 😊",2,@iamanimeartist26,2025-11-20T11:56:23Z,0.7177,Positive
"I have a small doubt like i'm getting a earlier accept tabs in vs code how should i  avoid it ,cuz i'm getting a trouble of running a code of my own. Anyone help me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!😥😥",0,@ramavathSruthika,2025-09-23T18:31:30Z,0.3753,Positive
"num = int(input(""Enter a number :""))
a = input(""first num"")
b = input(""second num"")
c= input(""third num"")
d = input(""fourth num"")

if( a >= b and b >= c and c >= d):
    print(""first largest :"",a)
elif(b >= c and c >= d):
    print(""second largest :"",b)
elif(c >= d):
    print(""third is largest :"",c)
else:
    print(""fourth largest :"",d)",0,@princekumarsinghprem8734,2025-08-25T17:25:03Z,0.0772,Positive
we can write if and else statement too,1,@Reyansh-u7s,2025-09-29T10:41:26Z,0.0,Neutral
Where I can find Run option on Windows,0,@anirudhasirsikar2722,2025-09-05T12:17:50Z,0.0,Neutral
Today I completed lecture 1❤,0,@VAYUGAMINGYT1,2025-09-22T18:04:37Z,0.0,Neutral
Thank you so much for this amazing course.♥,0,@Mashaaaaa-b5g,2025-08-19T18:37:18Z,0.7906,Positive
Excellent way of teaching 🎉🎉🎉,0,@shivakumar-bg7gy,2025-11-12T19:08:03Z,0.5719,Positive
Aap airport ke najadik me rhate ho kya,0,@skofficialvideo11,2025-09-17T09:18:38Z,0.0,Neutral
Starting mein aisa lagta hai ke ma'am future se baat kar rahi 😅😅😅,0,@sk_khan1900,2025-12-28T13:04:03Z,0.0,Neutral
mera nahi howa space wala,0,@Mamoonaramzan-h9w2z,2025-08-18T05:58:07Z,0.0,Neutral
Very good lacture,1,@Cricketknowledge108,2025-10-24T04:29:00Z,0.4927,Positive
Mam aap bahot aacha padahate ho mai 8 class mai hu phirbhi mujhe bhot aache se samahj aa gaya Thank you mam itna aacha padhane ke liye 🥰🥰🙏,1,@manormadevi9904,2025-10-02T13:12:45Z,0.3612,Positive
"Beta, you are genious in IT 🙏❤️",0,@NawazKhan-ve2vb,2025-11-03T04:41:07Z,0.0,Neutral
Very helpful content provided by Microsoft Wali didi❤,0,@ratneshsingh8403,2025-11-02T17:06:47Z,0.4754,Positive
"I’m honestly speechless, so impressive!",0,@SameerSakinat-w4q,2026-01-09T22:13:37Z,0.7836,Positive
"I am in 9th class and I have learnt html and css in my previous class from this Channel and now I am learning python and close to complete it.. 
Didi, really you are doing great your teaching style and your easy examples help us to understand even jo topic hard h wo bhi ap bhot easily explain kr dete ho... THANKYOU FOR MAKING VIDEOS FOR US ❤  best channel in coding field",0,@Triptii_TheYeagerist,2025-12-17T11:38:45Z,0.9423,Positive
"Day 1 : 1:22:42
Day 2 : 1:48:06
Day 3 : 4:08:03
Day 4 : 5:01:27
Day 5 : 6:04:27
Day 6 : 7:05:28
Day 7 : 7:55:29
Day 8 : 8:51:24",0,@Rakshan276,2025-08-28T01:29:39Z,0.0,Neutral
can you make complete data science series,0,@AniketWankhade-e2m,2025-11-10T21:49:10Z,0.0,Neutral
Vote for Data analysis Course 🙏,2,@crazy_731,2025-08-20T01:13:59Z,0.0,Neutral
Best python video in the world 🌎🌎🌎🌎 . It is peak ❤❤❤,0,@FAIZAN-s3h,2025-12-24T13:15:23Z,0.6369,Positive
you didn't show the python interpreter download,0,@ishanisengupta9807,2025-10-26T05:00:40Z,0.0,Neutral
"6:37:01 
Here is my code :)

n = int(input(""Enter the no."")
def check_num(n):
    if(n%2 == 0):
        return ""Even""
    else:
        return ""Odd""
print(check_num(n))",1,@AmritanshuPandey-d3h,2025-10-18T08:34:41Z,0.4588,Positive
September valo radhe radhe ✨😅,2,@AdarshShukla-bx1kb,2025-09-14T15:33:08Z,0.0,Neutral
Mam website kase built kara python se,0,@Daily_quiz....9,2025-08-19T05:13:52Z,0.0,Neutral
happy  new year @2026,1,@vallalamadhuviratian18,2026-01-01T06:05:16Z,0.5719,Positive
Operators kab padhaaya,0,@sonakshimaharana7868,2025-10-07T14:23:08Z,0.0,Neutral
Thakn you maam❤️,0,@mrsciencekd9982,2025-08-19T04:03:15Z,0.0,Neutral
Where to find the notes of the session ??,2,@divyanshtrivedi1515,2025-10-30T14:05:41Z,0.0,Neutral
cyber security me bhi python chahiye hota hai kya maam????,0,@Bunn_yy386,2025-09-16T19:12:33Z,0.5204,Positive
Is lambda function included in the video?,0,@Smriti07-s,2025-09-10T12:24:41Z,0.0,Neutral
thanks bbg,0,@naahbroskiii,2025-09-19T11:28:38Z,0.4404,Positive
22/09/2025 my python journey start today,0,@Otaku_Tube22,2025-09-22T16:01:44Z,0.0,Neutral
THANKU SOO MUCH!!!,0,@ramshazameer6285,2025-08-23T07:16:32Z,0.0,Neutral
super Explanation thanks for your support mam for students like us,0,@SaiKiranMudda-o5e,2025-12-25T17:00:39Z,0.9001,Positive
: and indent   confusion clear kar diya thanks,0,@ChutkiPapaBhakti,2025-11-22T02:18:46Z,0.5106,Positive
1:19:04 mam u didnt told before thar types of types of operator type of conversion and type of casting after comments,0,@Palvai7777,2025-09-27T07:50:13Z,0.0,Neutral
Python ke questions solve karne ke liye website jo ki questions de sake,0,@sanjayrathore212,2025-12-16T12:44:03Z,0.2023,Positive
"at 9:44 ,complex no notation is wrong it is written as   (x+iy) where x is real part and y is imaginary part",0,@mazharalam1011,2025-09-28T14:13:32Z,-0.6486,Negative
what about certificate and credit score for the clg students,0,@shauryachadha-bv7vm,2025-09-16T17:57:49Z,0.3818,Positive
Too much easy 😊,0,@nomi-o7w,2026-01-15T03:07:45Z,0.4404,Positive
"Hello mam and good afternoon mam
Can we use Jupiter notebook insight of python editor",0,@puneetbhardwaj9011,2025-10-30T07:58:11Z,0.4404,Positive
Who ever is younger than me don't but if you are older than me like my age is 11,0,@soulution2662,2025-09-04T07:37:33Z,0.5023,Positive
"3:15:45 , without -and- operator k bhi same work hoga",0,@Panwargujjar00,2025-09-19T02:22:24Z,0.0,Neutral
Mujhe is field me kuchh bhi jankari nahi hai to kya mai isko learn kar sakta hu,0,@sunilkesari3364,2025-08-18T02:40:12Z,0.0,Neutral
Thank you teacher,1,@PCBGROUP7,2025-09-08T16:00:03Z,0.3612,Positive
One of the best video which i have seen ever,0,@venkatajaswanth181,2025-12-11T19:14:45Z,0.6369,Positive
And thank you soo much from bottom of my heart for enlightening us keep on going,0,@venkatajaswanth181,2025-12-11T19:15:31Z,0.7003,Positive
Mam muje a samja ni ata a kis use hote he 😅,0,@DinaraKhatun-kf9jy,2025-09-17T01:23:49Z,0.0,Neutral
Didi aap 11th and 12th ke bhi python related chapters ko padha doo.,0,@areyoulaughing6,2025-12-06T03:13:50Z,0.0,Neutral
Ascii value of A is 65,1,@mrsciencekd9982,2025-08-19T03:43:53Z,0.34,Positive
Please create videos for data science,0,@venkatajaswanth181,2025-12-11T19:14:08Z,0.5267,Positive
Thanku mam 😊😊,1,@AkhilMishra-l1o,2025-08-25T17:57:44Z,0.0,Neutral
"Can you please teach us this difficultiest program in the world
WAP to print Shradah yourself ❤",1,@MuhammadBilal-e9e2d,2025-11-15T14:34:04Z,0.3182,Positive
Ya I am here,0,@Gaurav_Etidz,2025-10-08T16:20:16Z,0.0,Neutral
I did the same but code was not running,0,@pardhugaming757,2025-08-28T11:07:38Z,0.0,Neutral
and wher is logical operators hujh ?,0,@MRrohankumardas,2025-08-28T19:30:22Z,0.0,Neutral
This just unlocked everything for me!,0,@RofukShakk,2025-12-06T07:52:28Z,0.0,Neutral
thnx mam ❤❤,1,@Chat_GPT-x,2025-09-04T04:54:20Z,0.0,Neutral
finally completed!,0,@AbdullahSaghir-l4l,2025-08-19T11:07:46Z,0.0,Neutral
Only 50 days left in end of 2025😢,1,@oldschoolbattles,2025-11-08T13:39:48Z,0.0,Neutral
from where i can  download the class notes,0,@PreetamMeena-t9j,2025-09-08T14:14:02Z,0.0,Neutral
anyone tell me how we can input a list from user in python. please😔😔,0,@saqibjutt90,2025-09-08T05:47:12Z,0.0,Neutral
Hello ma'am ek baat puchna hai apse coding ke liye reflit use nhi kar skte kya?,0,@rishichandna3136,2025-12-16T20:32:23Z,0.0,Neutral
Ek full course power bi k upar or bana do didi 😊,0,@aryanmavi2132,2025-12-28T13:32:31Z,0.0,Neutral
October'25 attendance here...,1,@Jisusamanta11,2025-10-11T13:42:56Z,0.0,Neutral
"October 29, 2025, first day- 2 hours.",0,@youtubepremium-x1q,2025-10-30T01:41:29Z,0.0,Neutral
Excellent,0,@VlogSaroj-sw4sh,2025-08-30T20:38:29Z,0.5719,Positive
@3:34:22 if strings are immutable then how can we apply str.replace()?,0,@AmjadRasheed-z9f,2025-09-29T16:06:29Z,0.0,Neutral
"Ma'am 1:33:43 mai jo program hai grades of students mai appne marks= int(input (""marks:-""))  ke jaga pa 'int ' declaration nahi kiya",0,@sorobindubiswal9555,2026-01-03T05:14:11Z,0.0,Neutral
Happy new year,0,@R.k.Aariz88,2026-01-01T07:58:33Z,0.5719,Positive
Didi you are intelligent,0,@ProgramingxAI,2025-08-28T05:41:18Z,0.4588,Positive
Practice time bariya lga 😊😊,0,@satindersingh6571,2025-12-22T12:15:05Z,0.0,Neutral
Useful Python lectures and easy to understand for the beginner line me,0,@AVVKMADHAN,2026-01-01T13:35:58Z,0.7003,Positive
"modulo is showing -ve value , where A,B = -12, -5, please give me answer. thanks",0,@nikssolutions2600,2025-08-17T18:03:58Z,0.765,Positive
Is it for data analysis,1,@jeevasivan4635,2025-11-19T15:38:52Z,0.0,Neutral
Thank you didi,0,@JayashriIngale-s4y,2025-10-03T09:31:00Z,0.3612,Positive
thankuu didi,1,@aarushgaming001,2025-11-01T18:17:57Z,0.0,Neutral
So Much Thanks 🙏🙏🙏,0,@tapanmandal4561,2025-12-03T07:34:43Z,0.4902,Positive
"Is it only me or some topics are being repeated twice?
Anyways
print(""Thank you so much for this valuable content👐✨"")",0,@GirdhariLal-k9h,2026-01-16T09:13:23Z,0.561,Positive
"9.17.02 

Super() example 🤔",1,@B.VLOG00,2025-09-25T13:18:34Z,0.0,Neutral
"Hello maam Didi, you don't do a data science course or you haven't studied it yet",0,@Sad-v4q,2025-08-31T17:26:10Z,0.0,Neutral
Video start after 10 minutes,1,@VIPISINH,2025-09-11T03:39:02Z,0.0,Neutral
"Mam!!!
There is no run button in my vscode
How to bring run button",0,@ahsankhalid4865,2025-11-03T19:08:11Z,-0.4724,Negative
Thanks a lot mam.,0,@meharsingh52077,2025-10-18T11:40:07Z,0.4404,Positive
"Didi i have doubt in loops , that we update the loop after print but still it's value get change during print",0,@Dheeraj-s8v,2025-08-23T11:44:17Z,0.3291,Positive
"lot of repititions in between, but thanks a lot",0,@Garvitmesha,2025-09-22T14:16:02Z,0.5927,Positive
2026 me comeback hoke rhega ❤,0,@GungunManjhi-ux7ys,2025-08-18T16:42:21Z,0.0,Neutral
i complete in choti DIWALI 🤓😎🤓😎,1,@neetugupta9698,2025-10-19T14:01:27Z,0.0,Neutral
"a = int(input(""enter first number: ""))
b = int(input(""enter second  number: ""))
c = int(input(""enter third  number: ""))
d = int( input(""enter forth number: ""))
if (a>=b and a>=c and a>=d):
    print(""first number is largest"",a)
elif(b>=c ):
    print(""second number is argest"",b)
elif( c>=d):
    print(""third is largest"",c )
else:
    print(""forth is lergest"",d)",0,@saim-i1h,2025-09-12T09:57:20Z,-0.0,Neutral
Very good video mam,0,@ravi481-i8o,2025-11-24T15:56:20Z,0.4927,Positive
Thank you,0,@AyanKhan-u8k8y,2025-10-02T13:37:10Z,0.3612,Positive
Ma'am I request you to can you add the english subtitles.Because i didn't understand hindhi if you add english subtitles then i understand your videos,0,@Srineshsamsun,2025-08-31T05:41:08Z,0.0,Neutral
Comment section ❌ calendar section ✅,0,@bhajibheel6248,2025-09-17T07:56:14Z,0.0,Neutral
dict is now ordered after 3.7 version ....,0,@akashbestcode,2025-11-13T16:12:07Z,0.0,Neutral
"Mam Python me code ke end me hum semi colon ku nhe Laga rahy hai Jese hum Baki programming languages me code ke end me semi colon; Lagate hai for ex: Java, C",0,@AhtashamasgharrahooAhtasham,2026-01-02T15:15:41Z,0.0,Neutral
Legend watching one day before exam 😂,0,@Radhe091,2025-12-01T07:18:34Z,0.0,Neutral
i am not able to write next line ? what should I do,0,@madansahni8868,2025-09-15T00:20:59Z,0.0,Neutral
your are the great inspiration for women.,0,@PirzadisChapter999,2025-11-20T17:43:17Z,0.8176,Positive
School exams ke liye dekh sakte hain kya koi bta do yrr,0,@Dr__habiba__khann,2025-08-30T13:10:32Z,0.0,Neutral
kya ye android mobile me nhi hoti kya,0,@Vivekbyfact,2025-09-19T06:55:45Z,0.0,Neutral
Bro after what you do ...?,1,@Jshhshhhddonly,2025-09-25T02:19:43Z,0.0,Neutral
Thank you Di!❤,0,@Sumire_21,2025-09-28T22:51:29Z,0.4199,Positive
9:35 lapet liya maharashtra ko 😂😂,0,@TheCampusGuy,2026-01-15T13:23:29Z,0.0,Neutral
"Day 01 -> 3:27:13
Day 02 -> 6:04:24 ( 1h practice)
Day 03 -> 7:55:26",0,@Rohan-k1l5p,2025-09-09T09:53:28Z,0.0,Neutral
Thanks You Making videos for students ❤,0,@NoorMuhammad-f9c,2026-01-07T21:48:34Z,0.4404,Positive
beauty with brain :),0,@shahinasaba1119,2025-08-23T18:33:58Z,0.7783,Positive
"I complete my course 🤍
Thank diii",0,@tanushri7217,2025-08-27T04:54:45Z,0.3612,Positive
Run ka option nhi aara,0,@KripaVishwakarma-d2h,2025-09-16T04:56:08Z,0.0,Neutral
"learning this after completing dsa in cpp and oop1 in java now I feel python is not easy, here indentations are required and as I wrote code in cpp I made lots of mistake cz I used to write multiple lines in a single line 
beside this concept are same(mostly) and It took 3days to complete this lecture .
In starting,  taking inputs and loops structures are different beside that all are same .
thanks mam for this beast 💥",0,@talhaxgamer4281,2025-11-26T16:41:26Z,-0.2278,Negative
Any one will anyone be my friend??❤,0,@NareshSah18,2025-09-24T14:57:00Z,0.0,Neutral
Mam i sirf 12pass hu,2,@AnjaliChauhan-d5w,2025-12-05T11:51:21Z,0.0,Neutral
"@1:04:07  when both numerator and denominator are negative the remainder is coming -1
not +1

??",0,@adarshrajsharma7621,2025-09-05T10:04:22Z,-0.6199,Negative
Mujhe koi bhi technical language nahi aati kya mai python learn kar sakta hu,0,@sunilkesari3364,2025-08-18T03:11:30Z,0.0,Neutral
55:35 Numeric values ki coding ka terminal mai output to 11 aa rha hai to apka 14 kese a raha hai?,1,@AfazOpsLab,2025-12-21T15:01:41Z,0.4019,Positive
"I am not able to find the slide of  types of operator  in the lecture  
so  please  give me the timing at which time  you taught  this slide.....",0,@radhe-t4j9j,2025-09-06T06:45:44Z,0.4572,Positive
Watching after MPhil mathematics,0,@mrnoob4042,2025-08-24T16:02:31Z,0.0,Neutral
Thank you madam 🙏,0,@sunnysandeep1980,2025-11-18T06:31:22Z,0.3612,Positive
Thank you maam,1,@vaishnavigupta3194,2025-09-12T08:15:18Z,0.3612,Positive
"I am frm Jan 2026 , she is really helping me in learning python, wherever she is god bless her with my whole heart❤️",0,@hemanthsonu6320,2025-12-28T06:34:18Z,0.7501,Positive
OOPS part 2 notes are not present in the link,0,@gauravsinghjanghel2226,2025-09-22T19:26:15Z,0.0,Neutral
Where is numey and there topic mam??,0,@PinkiChaudhary-c2f,2025-08-22T22:40:07Z,0.0,Neutral
Very nice mam❤❤❤❤,0,@Lalitkumar-e7k5i,2025-10-18T15:40:50Z,0.4754,Positive
fuether session which  i can join for pythn,0,@arsalvlogs1576,2025-11-02T08:15:36Z,0.296,Positive
thank u mam u are the best,0,@KhushnumaParween-q9v,2025-11-09T07:33:14Z,0.7717,Positive
supperb🤩,0,@PASM-i8o,2025-10-10T06:34:46Z,0.0,Neutral
I am polytechnic student,1,@educationpathsala-z3n,2025-08-25T15:35:47Z,0.0,Neutral
"Note for self: 
Day 1: know lot's about python will learn the topics that is not in my scope",0,@jakepaul8996,2025-12-06T14:29:27Z,0.0,Neutral
Didi kya ham coding phone me kar sakte hai ek vaisah video layen,0,@Anshumaan84,2026-01-04T06:46:09Z,0.0,Neutral
Great Mam,0,@Omansaubhari1992,2025-09-14T02:38:17Z,0.6249,Positive
"10:24:47 
Pura dekha didi, bohot achha tha series 🤣🤣",0,@SwiftUpyt,2025-11-24T11:16:08Z,0.0,Neutral
Thanks,0,@MohitMohit-x7k5d,2025-10-10T10:42:38Z,0.4404,Positive
"1:34:16 

Doubt ! 
Why we don't use 
int(input ...
Value put by user in terminal in integer format",0,@Heee1003,2025-10-29T08:29:04Z,-0.1007,Negative
September 😅,1,@AaishBisht,2025-09-04T17:09:23Z,0.0,Neutral
Kon kon is video se Khush hai  koi to sahi information deta hai .,1,@PriyankaSingh-j2z7r,2026-01-07T18:53:11Z,0.0,Neutral
"uhh.. i guess itna toh aata hi tha matlab mujhe, so I though kuchh extra seekhne ko milega. But good for beginners!",0,@anythingnothingeverythingthing,2025-11-22T21:40:39Z,0.63,Positive
7 october any one see from (MCR) college 😮,0,@Shayarihotoaisi,2025-10-07T17:35:29Z,0.0,Neutral
Dhanyabad,0,@ADITYAThakur-IITIAN,2025-12-19T15:49:59Z,0.0,Neutral
Unbelievable concepts❤❤,0,@naturalyworld45,2025-12-26T14:41:27Z,0.2023,Positive
1:04:50 Pls correct if wrong ..remainder is also negetive if -5 % -2,0,@class10audiobooks.70,2025-09-14T14:58:47Z,-0.4215,Negative
man im understadning logic but have to peek at notes everytime i try to solve question,0,@SIDEQUESTSTORIES-i8q,2025-12-24T04:47:09Z,0.296,Positive
10 october come here 😅,1,@rajdandotiya7734,2025-10-10T04:18:56Z,0.0,Neutral
Ma'am python ka paid course kaha se milega apka,0,@AbhiPathak-f6g2p,2025-11-03T18:05:25Z,0.0,Neutral
"Why do we have to copy the list to check whether it is a palindrome or not?
Why can't we directly do that with the original list by reversing the list?",1,@ahsankhalid4865,2025-10-05T07:32:28Z,0.3939,Positive
Anyone here watching from September 2025😂😂,1,@AghariyaAkbarhussain,2025-09-06T16:40:01Z,0.0,Neutral
Thankyou 🙌,0,@abdulkhaleel0196,2025-11-20T14:26:04Z,0.0,Neutral
OOPs chapter kis kis  ko nhi samajh aa raha hai,2,@AkhilMishra-l1o,2025-08-26T07:41:58Z,0.0,Neutral
"at 1:34:26 there is probably one error. it should have been marks = int(input(""marks = ""))",0,@Sukoon.spacee,2025-10-06T06:12:25Z,-0.4019,Negative
1:33:32 int is missing the code before input,0,@Failure2.O,2025-08-20T19:14:20Z,-0.296,Negative
Notes pura nhi hai,0,@anmolk_814,2025-09-02T16:33:36Z,0.0,Neutral
10 November. And I have completed 4hrs.i started it on 10 October,0,@RaziqTech,2025-11-10T17:02:00Z,0.0,Neutral
Sometimes I forgot to search what word I am really searching for...,0,@OnlineLearning-r8q,2025-11-27T11:25:38Z,0.0,Neutral
Class 9 students no attendance 😂❤,2,@AMIRGAMING.1,2025-08-24T17:18:51Z,-0.296,Negative
Which book is best to study python,0,@MohammedSumairKhan-z8k,2025-09-03T04:22:53Z,0.6369,Positive
This video taught me more than my entire semester. Should I be worried?,0,@机器人-q1x,2026-01-14T17:11:03Z,-0.296,Negative
umm process to buy you i have 25.5,0,@sukhvir-x9q,2025-09-16T17:38:29Z,0.0,Neutral
Can you also teach MS Access,0,@jatinsrivastava1893,2025-12-05T13:16:37Z,0.0,Neutral
I'm watching now in September 2025😅,1,@itz_shakya_ankit_00,2025-09-27T17:05:49Z,0.0,Neutral
Best❤,0,@shivayKuldeep,2025-09-04T07:57:53Z,0.0,Neutral
13 October 2025 fresh cs graduate,0,@amazingworld409,2025-10-13T07:17:05Z,0.3182,Positive
MAM you deserve Nobel prize... ... Respect from Pakistan 🇵🇰,0,@waqaskhan-w9x5b,2025-12-23T12:08:28Z,0.4767,Positive
interesting session,0,@AniketWankhade-e2m,2025-12-06T01:23:41Z,0.4019,Positive
Data science with python certificate provide u,0,@Karan_singh_456,2025-12-24T17:52:51Z,0.0,Neutral
"Windows mein run ka option nhi aa rha hai. Ye ksie resolve hoga. Jo option aa rha hai kuchh aag proceed hi nhi kr pa rha hu, please koi guide kr dega please🙏🙏🙏",0,@ompanigrahi6222,2025-11-11T11:26:23Z,0.5994,Positive
Save kaise krte h?,0,@sanashaukat1308,2025-09-05T18:24:27Z,0.4939,Positive
"today,my journey start",0,@roudrabarua7701,2025-12-21T17:36:10Z,0.0,Neutral
3:25:38 Day 2 learning slowly:),1,@Ducky_ae,2025-08-26T11:07:53Z,0.0,Neutral
What about complex data type,0,@charanshorts7267,2025-12-20T11:09:51Z,0.0,Neutral
Thanks Ma'am!❤,0,@gauravshakya2966,2025-11-17T23:49:59Z,0.4926,Positive
O level k students k liye sufficient hai ye video,0,@_HEER_2737,2025-09-27T19:22:24Z,0.0,Neutral
Mam mai class 11 me hu aur computer science me python chapter hai too kya uske liye mai ye video dekh sakta hu ?,0,@Shobhitbhaiyamotivation,2025-10-27T12:25:20Z,0.0,Neutral
I am confused between return and print function (chapter- Function and Recursion).,0,@DVGFun,2025-11-12T10:13:36Z,-0.3182,Negative
Mam I am a CA& CMA Upendra kamar tosh...can I learn this class,0,@upendratosh2616,2025-08-23T03:00:15Z,0.0,Neutral
Didi is best teacher ☠️🫡,0,@SmartElectricianoxz,2025-10-20T05:31:26Z,0.6369,Positive
"vs code me output accha nahi dikta , dhundna padta har baar, 😮",0,@dvgelectrician1605,2025-12-02T00:58:01Z,0.0,Neutral
Completed Mam....,0,@ayushtaske9643,2025-11-10T16:55:18Z,0.0,Neutral
Did you offer course for data analyst?,0,@Habiba854,2025-11-18T22:58:41Z,0.0,Neutral
Yes I am here,0,@MahendraMaurya-M0M,2025-11-29T13:52:37Z,0.4019,Positive
"5 november 
Present mam",1,@user-sanakhan2406,2025-11-05T16:16:32Z,0.0,Neutral
Mza aagya 🎉👍,0,@AbhinavSingh-lm3mn,2025-12-06T07:50:17Z,0.0,Neutral
i understand recursion but i dont understand factorail thing cause im bad in maths does maths need in future when building projects,0,@SIDEQUESTSTORIES-i8q,2025-12-26T08:20:08Z,-0.6956,Negative
Well can Anyone guide whether python or this course would help me out in field of finance,0,@Lifestylehub2003,2025-11-10T05:21:03Z,0.5859,Positive
Class 11th computer science students 🙋🏻‍♀️❤,0,@ShwetaPanwar-i3m,2025-09-13T13:00:49Z,0.0,Neutral
thank you mam,0,@himanshuchaudhary7827,2025-12-02T16:05:28Z,0.3612,Positive
@mam   - a%(-b) giving negative reminder,1,@VikasSharma-c6d,2026-01-15T04:05:57Z,-0.3182,Negative
31 October 2025 anyone?,0,@AsheeshKundara,2025-10-31T03:58:37Z,0.0,Neutral
"1:33:36 first line type error .  marks = int(input(""marks : ""))",0,@NitinHans-c1r,2025-10-10T13:36:14Z,-0.4019,Negative
Pandas bhi krwu python m,0,@parveenpareek6507,2025-12-06T15:30:40Z,0.0,Neutral
"Mac os,mac ios,android, windows  the difference?",0,@bangtangirl8784,2025-08-29T08:02:58Z,0.0,Neutral
Types of operater to phali bar hai,0,@Not_professional_gamer,2026-01-13T15:25:57Z,0.0,Neutral
Laptop kon sa chahiye isk liye,0,@Siddharth9961,2025-11-13T10:22:42Z,0.0,Neutral
Thank you,0,@Suraj-z9f3v,2025-12-12T13:34:22Z,0.3612,Positive
"n = int(input(""Enter the number:""))

def Odd_Even(n):
    if n%2 == 0:
        print(""EVEN number"")
    else:
        print(""ODD number"")

Odd_Even(n)

time = 6:36 hr",0,@dayshifter2485,2025-09-29T08:24:46Z,0.0,Neutral
How to get your notes ???,0,@Souravthakur.16,2025-09-09T10:23:50Z,0.0,Neutral
Please make video on sketchpy to create sketches😢,0,@ZoiiCreations24,2026-01-01T19:01:22Z,0.5267,Positive
Didi aap bahut achhe ho aap bahut achhe se concept clear karte ho 😊,0,@sangramsingh6946,2025-11-03T14:55:37Z,0.3818,Positive
How we can practice coding in mobile?,0,@mahadevikharade1683,2025-11-19T14:21:23Z,0.0,Neutral
Anyone here 2030 December 😂😂,0,@arkosarker-,2025-08-23T04:31:04Z,0.0,Neutral
I am watching without PC 😅😊😮,0,@AdarshMaurya-n4f,2026-01-12T13:25:56Z,0.0,Neutral
@@ApnaCollegeOfficial  1:03:00 when numerator and denominator both are -ve then also remainder should be -ve,0,@alkeshpratap6944,2025-10-31T19:49:57Z,0.0,Neutral
Without laptop coding from tab abd completed this in 2 days,0,@Darshil_yadav23,2026-01-06T13:24:34Z,0.0,Neutral
"Didi aapne python package tho padhaya hi nhi ( tkinter , matplotlib, pandas etc ) 
Please vo bhi padha dijiye 🙏",0,@anmolpal7159,2026-01-02T07:42:42Z,0.3182,Positive
Plz make cyber security course plz plz plzzz,0,@Alizakhan-v7h,2025-12-18T10:10:40Z,0.5106,Positive
Mam doesn't cover unit testing and error handling 🙂,0,@ShivankPatel-i7r,2025-11-30T10:52:29Z,-0.4019,Negative
thanks mam,0,@dankkyash1205,2025-10-28T08:19:32Z,0.4404,Positive
Thank you,0,@shivanshthakur6920,2025-12-24T09:01:36Z,0.3612,Positive
Where will I find Python's notice?,0,@HimanshuSingh-r8e2y,2025-10-29T21:29:15Z,0.0,Neutral
"Day1:- 1:23:17
Day2:- 4:08:03
Day3:-6:04:29",1,@Pranav-v2y,2025-08-26T17:10:14Z,0.0,Neutral
where is  class notes  link?,0,@Aditya-o5c,2025-12-27T10:58:58Z,0.0,Neutral
Today is my semester exam at 9am 😅 4:27:10,1,@WhiteDevil-bq3sh,2025-10-27T23:36:14Z,0.0,Neutral
Didi eska pdf upload kar do Aap jitna padha rahe wo sabhi uploaded nahi hain,0,@KickToons-u1j,2026-01-02T06:10:28Z,0.0,Neutral
Mam ap ka Mark wala State ment condition galat hai p😢lease mam reply do,0,@Raghu__Gaming__YT-6ps,2025-12-15T06:40:59Z,0.0,Neutral
Anyone here for learning in ai samasung program 😅😅😅,0,@alfa-q9g,2025-11-20T15:23:15Z,0.0,Neutral
Very nicely explained. Can we get certificate after completing this course?,0,@dare_to_dream203,2026-01-05T09:42:36Z,0.4927,Positive
Finally completed 🤓,0,@poakkoan8029,2025-11-24T14:43:05Z,0.0,Neutral
madam  you not  covered a nested loops,0,@CharanReddy-y3c,2026-01-09T02:49:29Z,0.0,Neutral
Me on Jan 5 2025 finally with ba laptop after skip my 1 year schedule,0,@DarkZero-7,2026-01-05T10:32:40Z,0.0,Neutral
thanks,0,@WaqarKhan-h9f6m,2025-11-14T17:13:56Z,0.4404,Positive
5:30:00  we can also use break function?,0,@shashank3491,2025-09-03T15:09:06Z,0.0,Neutral
